Age,Height,Weight,Bmi,BmiClass,Gender,TargetWeight,ActivityLevel,DaysToGoal,Achieved,GoalType,BMI,TargetBMI,BMR,TDEE,Calorie_Target,user_id,day,preferred_body_part,운동1,운동부위1,운동시간1,소모칼로리1,운동2,운동부위2,운동시간2,소모칼로리2,운동3,운동부위3,운동시간3,소모칼로리3,운동4,운동부위4,운동시간4,소모칼로리4,총 운동시간,하루소모칼로리,breakfast_food_name,breakfast_portion,breakfast_carb,breakfast_protein,breakfast_fat,breakfast_calories,lunch_food_name,lunch_portion,lunch_carb,lunch_protein,lunch_fat,lunch_calories,snack_food_name,snack_portion,snack_carb,snack_protein,snack_fat,snack_calories,dinner_food_name,dinner_portion,dinner_carb,dinner_protein,dinner_fat,dinner_calories,총 식사섭취 칼로리,일일칼로리균형,일일체중변화(kg)
60,1.71,79.02,27.0236995998769,Overweight,Male,59.3,1,238,1,저지방 고단백,27.02369959987689,20.27974419479498,1563.9499999999998,1563.9499999999998,1251.1599999999999,2,4,등,오버헤드 등 스트레칭,등,30,102.0,해머 스트렝스 원 암 하이 로우,등,30,186.0,케이블 벤트 오버 로우,등,30,192.0,라잉 백 익스텐션,등,30,120.0,120,600.0,콩조림(콩자반),100.18,34.89,18.0,7.74,281.51,도넛_허니찹쌀스틱,138.77,85.62,5.91,14.17,492.64,피자_블랙타이거 슈림프 피자 슈퍼시드 화이버 엣지 오리지널 (M),70.61,19.16,10.61,4.22,211.13,피자_치즈바이트 피자 (L),76.92,43.51,22.92,17.42,422.27,1407.55,-756.3999999999999,-0.09823376623376621
60,1.71,79.02,27.0236995998769,Overweight,Male,59.3,1,238,1,저지방 고단백,27.02369959987689,20.27974419479498,1563.9499999999998,1563.9499999999998,1251.1599999999999,2,5,가슴,오버헤드 가슴 스트레칭,가슴,30,105.0,코브라 푸쉬업,가슴,30,165.0,스탠딩 엘보우 터치,가슴,30,105.0,밴드 체스트 프레스,가슴,30,159.0,120,534.0,오징어채볶음,102.37,30.47,22.56,7.75,281.51,소보로빵,124.41,74.92,11.22,16.48,492.64,피자_블랙타이거 슈림프 피자 슈퍼시드 화이버 엣지 오리지널 (M),70.61,19.16,10.61,4.22,211.13,피자_치즈바이트 피자 (L),76.92,43.51,22.92,17.42,422.27,1407.55,-690.3999999999999,-0.08966233766233764
60,1.71,79.02,27.0236995998769,Overweight,Male,59.3,1,238,1,저지방 고단백,27.02369959987689,20.27974419479498,1563.9499999999998,1563.9499999999998,1251.1599999999999,2,6,등,라잉 랫 풀다운,등,30,174.0,패러럴 그립 친 업,등,30,168.0,트랩바 데드리프트,등,30,216.0,어깨/등 스트레칭,등,30,99.0,120,657.0,피자_핫치킨 피자 (L),93.53,33.73,16.31,9.03,281.51,피자_아메리칸 미트볼 피자,101.16,56.1,27.23,17.51,492.64,피자_불고기 피자 (L),83.78,21.87,12.39,5.42,211.13,번_플레이번 바닐라,123.11,66.5,11.33,11.33,422.27,1407.55,-813.3999999999999,-0.10563636363636363
60,1.71,79.02,27.0236995998769,Overweight,Male,59.3,1,238,1,저지방 고단백,27.02369959987689,20.27974419479498,1563.9499999999998,1563.9499999999998,1251.1599999999999,2,7,,산책,스포츠,30,90.0,걷기,유산소,30,150.0,슬로우 버피,유산소,30,240.0,기타 스포츠,스포츠,30,120.0,120,600.0,피자_하와이안 피자 (L),94.78,32.57,16.19,9.63,281.51,피자_치즈바이트 피자 (L),89.73,50.76,26.74,20.32,492.64,피자_블랙타이거 슈림프 피자 슈퍼시드 화이버 엣지 오리지널 (M),70.61,19.16,10.61,4.22,211.13,모닝빵,134.48,70.16,12.78,9.99,422.27,1407.55,-756.3999999999999,-0.09823376623376621
60,1.55,74.7,31.0926118626431,Obese Class 1,Female,44.2,4,329,0,저지방 고단백,31.09261186264308,18.397502601456814,1254.75,5019.0,4015.2000000000003,3,1,,크리스 크로스 잭,유산소,30,240.0,버트 킥 로우,유산소,30,234.0,로잉 머신,유산소,30,255.0,무동력 트레드밀,유산소,30,255.0,120,984.0,피자_치즈크러스트 피자 (L),157.39,73.71,61.26,40.35,903.42,피자_치즈바이트 피자 (L),287.98,162.91,85.82,65.23,1580.98,비스킷/쿠키/크래커_현미누룽지칩,168.13,146.83,13.45,3.92,677.56,머핀_게랑트쇼콜라 (L),252.82,156.75,11.88,75.59,1355.13,4517.09,-1485.9099999999999,-0.19297532467532466
60,1.55,74.7,31.0926118626431,Obese Class 1,Female,44.2,4,329,0,저지방 고단백,31.09261186264308,18.397502601456814,1254.75,5019.0,4015.2000000000003,3,2,어깨,힙 허거,어깨,30,108.0,회전근개 미디얼 로테이션,어깨,30,120.0,원 암 덤벨 오버헤드 프레스,어깨,30,168.0,어라운드 더 월드(덤벨),어깨,30,162.0,120,558.0,츄러스_오리지널 링츄,198.55,138.99,18.15,30.64,903.42,머핀_휘낭시에 소시지,237.03,132.29,27.57,93.7,1580.98,산자,185.13,152.12,4.28,5.72,677.56,피자_치즈바이트 피자 (L),246.84,139.64,73.56,55.91,1355.13,4517.09,-1059.9099999999999,-0.13765064935064933
60,1.55,74.7,31.0926118626431,Obese Class 1,Female,44.2,4,329,0,저지방 고단백,31.09261186264308,18.397502601456814,1254.75,5019.0,4015.2000000000003,3,3,가슴,인클라인 스미스 머신 벤치 프레스,가슴,30,171.0,버티컬 체스트 프레스,가슴,30,168.0,비하인드 암 가슴 스트레칭,가슴,30,105.0,벤치 케이블 플라이,가슴,30,165.0,120,609.0,피자_치즈바이트 피자 (L),164.56,93.09,49.04,37.27,903.42,머핀_휘낭시에 약과,276.4,199.25,19.29,70.7,1580.98,피자_치즈크러스트 피자 (L),118.04,55.28,45.94,30.27,677.56,머핀_휘낭시에 로투스,253.3,170.82,17.68,64.79,1355.13,4517.09,-1110.9099999999999,-0.14427402597402594
60,1.55,74.7,31.0926118626431,Obese Class 1,Female,44.2,4,329,0,저지방 고단백,31.09261186264308,18.397502601456814,1254.75,5019.0,4015.2000000000003,3,4,어깨,스키 로우,어깨,30,168.0,덤벨 프론트 레터럴 레이즈,어깨,30,165.0,언더핸드 서클 드로우,어깨,30,108.0,케이블 Y 레이즈,어깨,30,168.0,120,609.0,피자_치즈바이트 피자 (L),164.56,93.09,49.04,37.27,903.42,피자_치즈크러스트 피자 (L),275.43,128.99,107.2,70.62,1580.98,유과,159.8,118.62,4.49,20.5,677.56,비스킷/쿠키/크래커_현미누룽지칩,336.26,293.66,26.9,7.83,1355.13,4517.09,-1110.9099999999999,-0.14427402597402594
60,1.55,74.7,31.0926118626431,Obese Class 1,Female,44.2,4,329,0,저지방 고단백,31.09261186264308,18.397502601456814,1254.75,5019.0,4015.2000000000003,3,5,하체,덤벨 스티프 레그 데드리프트,하체,30,195.0,바벨 스티프 레그 데드리프트,하체,30,201.0,이지바 스티프 레그 데드리프트,하체,30,201.0,바벨 와이드 스쿼트,하체,30,210.0,120,807.0,피자_고르곤졸라 피자 (L),254.48,139.33,56.52,57.21,903.42,피자_치즈크러스트 피자 (L),275.43,128.99,107.2,70.62,1580.98,비스킷/쿠키/크래커_현미누룽지칩,168.13,146.83,13.45,3.92,677.56,머핀_휘낭시에 로투스,253.3,170.82,17.68,64.79,1355.13,4517.09,-1308.9099999999999,-0.16998831168831166
60,1.55,74.7,31.0926118626431,Obese Class 1,Female,44.2,4,329,0,저지방 고단백,31.09261186264308,18.397502601456814,1254.75,5019.0,4015.2000000000003,3,6,가슴,크리스 크로스 암 리프트,가슴,30,105.0,잭해머 푸쉬다운,가슴,30,168.0,얼터네이트 덤벨 벤치 프레스,가슴,30,171.0,암 크로스오버,가슴,30,162.0,120,606.0,피자_아메리칸 미트볼 피자,185.51,102.88,49.94,32.11,903.42,스무디_쿠키 프라페,1520.18,1580.98,23.26,69.17,1580.98,비스킷/쿠키/크래커_그릭요거트그래놀라바,157.94,112.82,9.02,20.31,677.56,피자_고르곤졸라 피자 (L),381.73,209.0,84.78,85.81,1355.13,4517.09,-1107.9099999999999,-0.14388441558441556
60,1.55,74.7,31.0926118626431,Obese Class 1,Female,44.2,4,329,0,저지방 고단백,31.09261186264308,18.397502601456814,1254.75,5019.0,4015.2000000000003,3,7,하체,카프 익스텐션 머신,하체,30,168.0,원 레그 프레스,하체,30,204.0,TRX 서스펜디드 런지,하체,30,204.0,밴드 라잉 레그 레이즈,하체,30,99.0,120,675.0,비스킷/쿠키/크래커_약과 쿠키,199.87,156.82,9.23,24.6,903.42,머핀_휘낭시에 로투스,295.51,199.29,20.63,75.59,1580.99,유과,159.8,118.62,4.49,20.5,677.56,피자_치즈크러스트 피자 (L),236.09,110.56,91.88,60.53,1355.13,4517.1,-1176.8999999999996,-0.1528441558441558
60,1.46,35.9,16.841808969788,Underweight,Female,53.3,1,124,0,벌크업,16.841808969787955,25.00469131169075,810.5,810.5,648.4000000000001,4,1,어깨,라잉 리어 레터럴 레이즈,어깨,30,162.0,앞쪽 어깨/가슴 스트레칭,어깨,30,105.0,플레이트 프론트 레이즈,어깨,30,159.0,밴드 레터럴 레이즈,어깨,30,156.0,120,582.0,피자_슈퍼슈프림 피자 슈퍼시드 화이버 엣지 오리지널 (M),66.29,14.66,9.03,4.62,178.31,피자_골드핫치킨 피자 (L),84.11,34.16,17.53,11.67,312.04,오징어순대,100.55,16.75,13.13,1.61,133.73,피자_스테이크 피자 (L),93.19,28.86,16.61,9.51,267.47,891.5500000000001,-500.94999999999993,-0.06505844155844155
60,1.46,35.9,16.841808969788,Underweight,Female,53.3,1,124,0,벌크업,16.841808969787955,25.00469131169075,810.5,810.5,648.4000000000001,4,2,하체,폼롤러 햄스트링 앤 글루트,하체,30,96.0,바운스 스쿼트,하체,30,180.0,내로우 스쿼트,하체,30,189.0,파이어 하이드런트,하체,30,168.0,120,633.0,피자_행복하새우 피자 (L),73.99,17.36,9.63,5.08,178.31,피자_치즈피자,112.65,40.1,17.69,8.9,312.04,곱창볶음_돼지고기,102.87,19.05,7.44,3.09,133.73,프레즐_콘 프레즐,110.52,35.6,14.35,7.44,267.47,891.5500000000001,-551.9499999999999,-0.07168181818181818
60,1.46,35.9,16.841808969788,Underweight,Female,53.3,1,124,0,벌크업,16.841808969787955,25.00469131169075,810.5,810.5,648.4000000000001,4,3,하체,원 레그 힙 쓰러스트,하체,30,210.0,덤벨 스플릿 스쿼트,하체,30,198.0,몬스터 글루트 머신,하체,30,201.0,케틀벨 프론트 스쿼트,하체,30,195.0,120,804.0,피자_와와웨 스테이크 피자 슈피자퍼시드 화이버 엣지 오리지널 (L),64.84,15.33,9.12,4.8,178.31,프레즐_고구마 프레즐,116.43,46.68,14.83,7.68,312.04,오징어순대,100.55,16.75,13.13,1.61,133.73,콩조림(콩자반),95.18,33.15,17.1,7.36,267.47,891.5500000000001,-722.9499999999999,-0.09388961038961038
60,1.46,35.9,16.841808969788,Underweight,Female,53.3,1,124,0,벌크업,16.841808969787955,25.00469131169075,810.5,810.5,648.4000000000001,4,4,어깨,케이블 익스터널 로테이션,어깨,30,162.0,해머 스트렝스 원 암 숄더 프레스,어깨,30,171.0,덤벨 숄더 프레스,어깨,30,174.0,해머 스트렝스 MTS 숄더 프레스,어깨,30,171.0,120,678.0,피자_블록버스터4 피자 슈퍼시드 화이버 엣지 오리지널 (M),63.23,14.81,8.86,4.51,178.31,프레즐_고구마 프레즐,116.43,46.68,14.83,7.68,312.04,만두_고기만두,84.11,14.63,10.41,3.74,133.73,피자_페퍼로니 피자 (L),95.87,31.24,14.3,8.53,267.47,891.5500000000001,-596.9499999999999,-0.07752597402597401
60,1.46,35.9,16.841808969788,Underweight,Female,53.3,1,124,0,벌크업,16.841808969787955,25.00469131169075,810.5,810.5,648.4000000000001,4,5,하체,바벨 카프 레이즈,하체,30,168.0,박스 바벨 스쿼트,하체,30,204.0,런지 고관절 스트레칭,하체,30,96.0,스탠딩 고관절/힙 스트레칭,하체,30,99.0,120,567.0,피자_아보카도 새우 피자 슈퍼시드 화이버 엣지 오리지널 (L),66.04,16.11,8.74,4.51,178.31,피자_리치골드 피자 (L),83.21,30.92,17.06,11.67,312.04,곱창볶음_돼지고기,102.87,19.05,7.44,3.09,133.73,피자_치즈피자,96.56,34.37,15.16,7.63,267.47,891.5500000000001,-485.94999999999993,-0.0631103896103896
60,1.46,35.9,16.841808969788,Underweight,Female,53.3,1,124,0,벌크업,16.841808969787955,25.00469131169075,810.5,810.5,648.4000000000001,4,6,등,해머스트렝스 시티드 로우,등,30,189.0,엎드려 등 스트레칭,등,30,96.0,인클라인 티 바 로우,등,30,189.0,벤트 오버 로우 머신,등,30,183.0,120,657.0,피자_와와웨 스테이크 피자 슈피자퍼시드 화이버 엣지 오리지널 (L),64.84,15.33,9.12,4.8,178.31,프레즐_고구마 프레즐,116.43,46.68,14.83,7.68,312.04,만두_김치만두,87.98,14.97,9.01,4.19,133.73,피자_치즈피자,96.56,34.37,15.16,7.63,267.47,891.5500000000001,-575.9499999999999,-0.0747987012987013
60,1.46,35.9,16.841808969788,Underweight,Female,53.3,1,124,0,벌크업,16.841808969787955,25.00469131169075,810.5,810.5,648.4000000000001,4,7,가슴,오버헤드 가슴 스트레칭,가슴,30,105.0,인클라인 덤벨 벤치 프레스,가슴,30,168.0,스미스 머신 벤치 프레스,가슴,30,168.0,밴드 벤치 프레스,가슴,30,162.0,120,603.0,피자_하와이언 피자 (L),76.86,18.96,9.7,3.59,178.31,오징어채무침,120.95,34.36,28.54,6.69,312.04,오징어순대,100.55,16.75,13.13,1.61,133.73,피자_핫치킨 피자 (L),88.86,32.04,15.5,8.57,267.47,891.5500000000001,-521.9499999999999,-0.06778571428571428
60,1.58,97.1,38.8960102547669,Obese Class 2,Female,69.1,1,295,0,저지방 고단백,38.89601025476686,27.67985899695561,1497.5,1497.5,1198.0,5,1,가슴,해머스트렝스 디클라인 체스트 프레스,가슴,30,174.0,동적 가슴 스트레칭,가슴,30,108.0,얼터네이트 덤벨 벤치 프레스,가슴,30,171.0,덤벨 풀오버,가슴,30,165.0,120,618.0,피자_치즈 피자 오리지널 (L),103.67,35.09,13.8,6.55,269.55,츄러스_아몬드초코 링츄,116.19,66.23,10.58,13.94,471.71,피자_불고기 피자 (L),80.22,20.94,11.87,5.19,202.16,피자_아메리칸 미트볼 피자,83.02,46.04,22.35,14.37,404.32,1347.74,-767.76,-0.09970909090909091
60,1.58,97.1,38.8960102547669,Obese Class 2,Female,69.1,1,295,0,저지방 고단백,38.89601025476686,27.67985899695561,1497.5,1497.5,1198.0,5,2,등,인클라인 로우,등,30,180.0,스탠딩 백 스퀴즈,등,30,99.0,Y 레이즈,등,30,108.0,티 바 로우 머신,등,30,192.0,120,579.0,피자_치즈피자,97.31,34.64,15.28,7.69,269.55,츄러스_레인보우 초코 링츄,127.49,75.72,8.55,14.78,471.71,피자_하와이언 피자 (L),87.14,21.5,11.0,4.07,202.16,식빵_소화가 잘되는 식빵,130.01,62.27,11.83,11.96,404.32,1347.74,-728.76,-0.09464415584415584
60,1.58,97.1,38.8960102547669,Obese Class 2,Female,69.1,1,295,0,저지방 고단백,38.89601025476686,27.67985899695561,1497.5,1497.5,1198.0,5,3,하체,스미스 머신 리버스 런지,하체,30,204.0,점프 덤벨 스쿼트,하체,30,189.0,월 싯,하체,30,150.0,시저 (필라테스),하체,30,99.0,120,642.0,피자_스테이크 피자 (L),93.92,29.09,16.74,9.58,269.55,츄러스_레인보우 초코 링츄,127.49,75.72,8.55,14.78,471.71,피자_블랙앵거스 스테이크 피자 슈퍼시드 화이버 엣지 오리지널 (M),69.23,17.74,9.76,4.76,202.16,피자_아메리칸 미트볼 피자,83.02,46.04,22.35,14.37,404.32,1347.74,-791.76,-0.10282597402597403
60,1.58,97.1,38.8960102547669,Obese Class 2,Female,69.1,1,295,0,저지방 고단백,38.89601025476686,27.67985899695561,1497.5,1497.5,1198.0,5,4,가슴,인클라인 푸쉬업,가슴,30,159.0,밴드 벤치 프레스,가슴,30,162.0,스탠딩 케이블 플라이,가슴,30,165.0,링 딥,가슴,30,171.0,120,657.0,피자_페퍼로니피자,101.33,35.62,14.9,7.5,269.55,피자_치즈크러스트 피자 (L),82.18,38.48,31.98,21.07,471.71,피자_불고기 피자 (L),80.22,20.94,11.87,5.19,202.16,피자_치즈 피자 오리지널 (M),129.18,56.33,29.96,20.51,404.32,1347.74,-806.76,-0.10477402597402598
60,1.58,97.1,38.8960102547669,Obese Class 2,Female,69.1,1,295,0,저지방 고단백,38.89601025476686,27.67985899695561,1497.5,1497.5,1198.0,5,5,,줌바 댄스,스포츠,30,180.0,포고 홉,스포츠,30,165.0,제자리 걸음,유산소,30,150.0,웜업 인클라인 트레드밀 러닝,유산소,30,210.0,120,705.0,피자_치즈 피자 오리지널 (L),103.67,35.09,13.8,6.55,269.55,츄러스_아몬드초코 링츄,116.19,66.23,10.58,13.94,471.71,피자_불고기 피자 (L),80.22,20.94,11.87,5.19,202.16,모닝빵,128.77,67.18,12.23,9.57,404.32,1347.74,-854.76,-0.11100779220779221
60,1.58,97.1,38.8960102547669,Obese Class 2,Female,69.1,1,295,0,저지방 고단백,38.89601025476686,27.67985899695561,1497.5,1497.5,1198.0,5,6,,다이빙,스포츠,30,150.0,야외 싸이클,스포츠,30,180.0,니 쓰러스트,유산소,30,245.99999999999997,등산,스포츠,30,195.0,120,771.0,오징어채무침,104.48,29.68,24.66,5.78,269.55,소보로빵,119.12,71.73,10.74,15.78,471.71,피자_블랙타이거 슈림프 피자 슈퍼시드 화이버 엣지 오리지널 (M),67.61,18.34,10.16,4.04,202.16,피자_아메리칸 미트볼 피자,83.02,46.04,22.35,14.37,404.32,1347.74,-920.76,-0.11957922077922077
60,1.58,97.1,38.8960102547669,Obese Class 2,Female,69.1,1,295,0,저지방 고단백,38.89601025476686,27.67985899695561,1497.5,1497.5,1198.0,5,7,등,데드리프트,등,30,240.0,호이스트 시티드 미드 로우,등,30,180.0,백 랫 풀다운,등,30,171.0,아처 풀 업,등,30,201.0,120,792.0,피자_스테이크 피자 (L),93.92,29.09,16.74,9.58,269.55,도넛_달콤한꿀도넛 (3개입),135.55,80.04,6.45,14.21,471.71,피자_불고기 피자 (L),80.22,20.94,11.87,5.19,202.16,식빵_소화가 잘되는 식빵,130.01,62.27,11.83,11.96,404.32,1347.74,-941.76,-0.1223064935064935
59,1.71,79.32,27.1262952703396,Overweight,Male,50.2,2,315,0,저지방 고단백,27.126295270339593,17.167675524092886,1571.9499999999998,3143.8999999999996,2515.12,6,1,하체,힙 어브덕션,하체,30,168.0,핵 스쿼트 머신,하체,30,189.0,시티드 바벨 카프레이즈,하체,30,165.0,와이드 스쿼트,하체,30,201.0,120,723.0,츄러스_오리지널 링츄,124.37,87.06,11.37,19.19,565.9,피자_아메리칸 미트볼 피자,203.35,112.78,54.74,35.2,990.33,피자_치즈 피자 오리지널 (M),135.6,59.13,31.45,21.53,424.43,머핀_휘낭시에 약과,148.4,106.98,10.36,37.96,848.85,2829.51,-1037.3899999999994,-0.13472597402597394
59,1.71,79.32,27.1262952703396,Overweight,Male,50.2,2,315,0,저지방 고단백,27.126295270339593,17.167675524092886,1571.9499999999998,3143.8999999999996,2515.12,6,2,하체,힙 쓰러스트,하체,30,201.0,B-Stance 루마니안 데드리프트,하체,30,195.0,원 레그 프레스,하체,30,207.0,내로우 스쿼트,하체,30,189.0,120,792.0,피자_아메리칸 미트볼 피자,116.2,64.45,31.28,20.11,565.9,도넛_추억의생도나스,230.85,127.27,41.44,50.3,990.33,베이글_블루베리 베이글,133.47,70.38,13.35,9.7,424.43,스무디_쿠키 프라페,816.2,848.85,12.49,37.14,848.85,2829.51,-1106.3899999999994,-0.14368701298701292
